order_id,timestamp,symbol,side,qty,price,status
VK1001-00078,2026-07-13 10:34:00,NIFTY 14JUL26 24600 PE,SELL,150,134.15,COMPLETE
VK1001-00079,2026-07-13 11:09:00,NIFTY 14JUL26 24200 CE,BUY,150,181.65,COMPLETE
VK1001-00080,2026-07-13 12:15:00,NIFTY 14JUL26 24200 CE,SELL,150,183.7,COMPLETE
VK1001-00081,2026-07-13 12:53:00,NIFTY 14JUL26 24750 CE,BUY,150,133.15,COMPLETE
VK1001-00082,2026-07-13 13:12:00,NIFTY 14JUL26 24750 CE,SELL,150,128.65,COMPLETE
VK1001-00083,2026-07-13 13:21:00,NIFTY 14JUL26 25000 CE,BUY,75,65.2,COMPLETE
VK1001-00084,2026-07-13 13:32:00,NIFTY 14JUL26 25000 CE,SELL,75,50.0,COMPLETE
VK1001-00085,2026-07-13 13:43:00,NIFTY 14JUL26 24850 CE,BUY,75,148.2,COMPLETE
VK1001-00086,2026-07-13 14:19:00,NIFTY 14JUL26 24850 CE,SELL,75,122.6,COMPLETE
VK1001-00087,2026-07-13 14:58:00,NIFTY 14JUL26 24900 CE,BUY,75,73.7,COMPLETE
VK1001-00088,2026-07-13 15:23:00,NIFTY 14JUL26 24900 CE,SELL,75,89.35,COMPLETE
VK1001-00089,2026-07-14 09:22:00,NIFTY 21JUL26 24750 CE,BUY,75,143.35,COMPLETE
VK1001-00090,2026-07-14 10:30:00,NIFTY 21JUL26 24750 CE,SELL,75,113.9,COMPLETE
VK1001-00091,2026-07-14 10:48:00,NIFTY 14JUL26 24850 PE,BUY,150,180.7,COMPLETE
VK1001-00092,2026-07-14 10:52:00,NIFTY 14JUL26 24850 PE,SELL,150,198.85,COMPLETE
VK1001-00093,2026-07-14 11:28:00,NIFTY 21JUL26 24600 PE,BUY,75,113.05,COMPLETE
VK1001-00094,2026-07-14 12:19:00,NIFTY 21JUL26 24600 PE,SELL,75,108.0,COMPLETE
VK1001-00095,2026-07-14 12:43:00,NIFTY 14JUL26 24250 CE,BUY,75,192.9,COMPLETE
VK1001-00096,2026-07-14 13:51:00,NIFTY 14JUL26 24250 CE,SELL,75,218.35,COMPLETE
VK1001-00097,2026-07-15 09:37:00,NIFTY 21JUL26 24650 PE,BUY,150,195.6,COMPLETE
VK1001-00098,2026-07-15 10:07:00,NIFTY 21JUL26 24650 PE,SELL,150,249.85,COMPLETE
VK1001-00099,2026-07-15 10:26:00,NIFTY 21JUL26 24150 CE,BUY,75,79.8,COMPLETE
VK1001-00100,2026-07-15 11:35:00,NIFTY 21JUL26 24150 CE,SELL,75,65.9,COMPLETE
VK1001-00101,2026-07-15 12:00:20,NIFTY 21JUL26 24200 PE,BUY,75,105.75,REJECTED
VK1001-00102,2026-07-15 12:01:00,NIFTY 21JUL26 24200 PE,BUY,75,107.9,COMPLETE
VK1001-00103,2026-07-15 12:58:00,NIFTY 21JUL26 24200 PE,SELL,75,118.3,COMPLETE
VK1001-00104,2026-07-15 13:14:00,NIFTY 21JUL26 24650 PE,BUY,150,79.9,COMPLETE
VK1001-00105,2026-07-15 13:39:00,NIFTY 21JUL26 24650 PE,SELL,150,78.85,COMPLETE
VK1001-00106,2026-07-15 13:55:00,NIFTY 21JUL26 24600 CE,BUY,75,114.2,COMPLETE
VK1001-00107,2026-07-15 14:30:00,NIFTY 21JUL26 24600 CE,SELL,75,113.45,COMPLETE
VK1001-00108,2026-07-16 09:38:00,NIFTY 21JUL26 24850 CE,BUY,150,163.3,COMPLETE
VK1001-00109,2026-07-16 10:09:00,NIFTY 21JUL26 24850 CE,SELL,150,99.25,COMPLETE
VK1001-00110,2026-07-16 10:24:00,NIFTY 21JUL26 24500 PE,BUY,150,63.45,COMPLETE
VK1001-00111,2026-07-16 10:37:00,NIFTY 21JUL26 24500 PE,SELL,150,63.3,COMPLETE
VK1001-00112,2026-07-16 11:09:00,NIFTY 21JUL26 24400 CE,BUY,75,109.9,COMPLETE
VK1001-00113,2026-07-16 11:19:00,NIFTY 21JUL26 24400 CE,SELL,75,85.8,COMPLETE
VK1001-00114,2026-07-16 11:42:00,NIFTY 21JUL26 24950 PE,BUY,150,190.95,COMPLETE
VK1001-00115,2026-07-16 12:33:00,NIFTY 21JUL26 24950 PE,SELL,150,215.4,COMPLETE
VK1001-00116,2026-07-16 12:37:00,NIFTY 21JUL26 24400 CE,BUY,150,93.6,COMPLETE
VK1001-00117,2026-07-16 13:51:00,NIFTY 21JUL26 24400 CE,SELL,150,50.75,COMPLETE
VK1001-00118,2026-07-17 09:19:00,NIFTY 21JUL26 24350 CE,BUY,75,122.35,COMPLETE
VK1001-00119,2026-07-17 10:16:00,NIFTY 21JUL26 24350 CE,SELL,75,65.4,COMPLETE
VK1001-00120,2026-07-17 10:51:00,NIFTY 21JUL26 24550 PE,BUY,75,210.8,COMPLETE
VK1001-00121,2026-07-17 11:39:00,NIFTY 21JUL26 24550 PE,SELL,75,219.55,COMPLETE
VK1001-00122,2026-07-17 11:52:00,NIFTY 21JUL26 24750 PE,BUY,75,129.85,COMPLETE
VK1001-00123,2026-07-17 12:56:00,NIFTY 21JUL26 24750 PE,SELL,75,140.9,COMPLETE
VK1001-00124,2026-07-17 13:31:00,NIFTY 21JUL26 24500 PE,BUY,75,190.0,COMPLETE
VK1001-00125,2026-07-17 14:01:00,NIFTY 21JUL26 24500 PE,SELL,75,172.0,COMPLETE
VK1001-00126,2026-07-20 09:21:00,NIFTY 21JUL26 24100 PE,BUY,75,191.35,COMPLETE
VK1001-00127,2026-07-20 09:43:00,NIFTY 21JUL26 24100 PE,SELL,75,161.55,COMPLETE
VK1001-00128,2026-07-20 09:53:00,NIFTY 21JUL26 24100 PE,BUY,75,136.95,COMPLETE
VK1001-00129,2026-07-20 10:03:00,NIFTY 21JUL26 24100 PE,SELL,75,105.85,COMPLETE
VK1001-00130,2026-07-20 10:29:00,NIFTY 21JUL26 24550 PE,BUY,150,115.65,COMPLETE
VK1001-00131,2026-07-20 11:03:00,NIFTY 21JUL26 24550 PE,SELL,150,102.0,COMPLETE
VK1001-00132,2026-07-20 11:07:20,NIFTY 21JUL26 24200 CE,BUY,150,60.8,CANCELLED
VK1001-00133,2026-07-20 11:08:00,NIFTY 21JUL26 24200 CE,BUY,150,62.0,COMPLETE
VK1001-00134,2026-07-20 11:34:00,NIFTY 21JUL26 24200 CE,SELL,150,57.85,COMPLETE
VK1001-00135,2026-07-20 11:49:00,NIFTY 21JUL26 24850 CE,BUY,75,184.75,COMPLETE
VK1001-00136,2026-07-20 12:13:00,NIFTY 21JUL26 24850 CE,SELL,75,170.1,COMPLETE
VK1001-00137,2026-07-20 12:53:00,NIFTY 21JUL26 24850 CE,BUY,75,121.2,COMPLETE
VK1001-00138,2026-07-20 13:11:00,NIFTY 21JUL26 24850 CE,SELL,75,118.25,COMPLETE
VK1001-00139,2026-07-20 13:20:00,NIFTY 21JUL26 24700 PE,BUY,150,135.7,COMPLETE
VK1001-00140,2026-07-20 14:05:00,NIFTY 21JUL26 24700 PE,SELL,150,149.1,COMPLETE
VK1001-00141,2026-07-20 14:34:00,NIFTY 21JUL26 24200 PE,BUY,150,129.05,COMPLETE
VK1001-00142,2026-07-20 14:52:00,NIFTY 21JUL26 24200 PE,SELL,150,144.35,COMPLETE
VK1001-00143,2026-07-21 09:39:00,NIFTY 28JUL26 24700 CE,BUY,75,80.35,COMPLETE
VK1001-00144,2026-07-21 09:46:00,NIFTY 28JUL26 24700 CE,SELL,75,66.9,COMPLETE
VK1001-00145,2026-07-21 10:06:00,NIFTY 28JUL26 24900 CE,BUY,75,208.35,COMPLETE
VK1001-00146,2026-07-21 10:38:00,NIFTY 28JUL26 24900 CE,SELL,75,129.7,COMPLETE
VK1001-00147,2026-07-21 10:42:00,NIFTY 21JUL26 24250 PE,BUY,75,197.7,COMPLETE
VK1001-00148,2026-07-21 11:37:00,NIFTY 21JUL26 24250 PE,SELL,75,239.45,COMPLETE
VK1001-00149,2026-07-22 09:33:20,NIFTY 28JUL26 24250 CE,BUY,150,208.8,CANCELLED
VK1001-00150,2026-07-22 09:34:00,NIFTY 28JUL26 24250 CE,BUY,150,213.1,COMPLETE
VK1001-00151,2026-07-22 09:47:00,NIFTY 28JUL26 24250 CE,SELL,150,264.55,COMPLETE
VK1001-00152,2026-07-22 10:26:00,NIFTY 28JUL26 24550 PE,BUY,75,209.35,COMPLETE
VK1001-00153,2026-07-22 11:03:00,NIFTY 28JUL26 24550 PE,SELL,75,244.55,COMPLETE
VK1001-00154,2026-07-22 11:14:00,NIFTY 28JUL26 24600 PE,BUY,75,202.0,COMPLETE
VK1001-00155,2026-07-22 12:21:00,NIFTY 28JUL26 24600 PE,SELL,75,205.5,COMPLETE
VK1001-00156,2026-07-23 09:34:00,NIFTY 28JUL26 24600 PE,BUY,75,189.2,COMPLETE
VK1001-00157,2026-07-23 10:48:00,NIFTY 28JUL26 24600 PE,SELL,75,192.7,COMPLETE
VK1001-00158,2026-07-23 11:06:00,NIFTY 28JUL26 24100 CE,BUY,150,218.0,COMPLETE
VK1001-00159,2026-07-23 11:39:00,NIFTY 28JUL26 24100 CE,SELL,150,166.0,COMPLETE
VK1001-00160,2026-07-23 11:47:00,NIFTY 28JUL26 24200 PE,BUY,75,89.85,COMPLETE
VK1001-00161,2026-07-23 12:05:00,NIFTY 28JUL26 24200 PE,SELL,75,80.55,COMPLETE
VK1001-00162,2026-07-23 12:20:00,NIFTY 28JUL26 24300 PE,BUY,75,192.6,COMPLETE
VK1001-00163,2026-07-23 13:23:00,NIFTY 28JUL26 24300 PE,SELL,75,202.65,COMPLETE
VK1001-00164,2026-07-23 13:39:00,NIFTY 28JUL26 24100 PE,BUY,150,176.25,COMPLETE
VK1001-00165,2026-07-23 14:41:00,NIFTY 28JUL26 24100 PE,SELL,150,166.65,COMPLETE
VK1001-00166,2026-07-24 09:26:00,NIFTY 28JUL26 24450 CE,BUY,75,197.7,COMPLETE
VK1001-00167,2026-07-24 09:43:00,NIFTY 28JUL26 24450 CE,SELL,75,231.8,COMPLETE
VK1001-00168,2026-07-24 09:49:00,NIFTY 28JUL26 24500 PE,BUY,75,153.5,COMPLETE
VK1001-00169,2026-07-24 10:41:00,NIFTY 28JUL26 24500 PE,SELL,75,179.7,COMPLETE
VK1001-00170,2026-07-24 10:59:00,NIFTY 28JUL26 24100 CE,BUY,75,190.4,COMPLETE
VK1001-00171,2026-07-24 12:10:00,NIFTY 28JUL26 24100 CE,SELL,75,205.1,COMPLETE
VK1001-00172,2026-07-24 12:13:00,NIFTY 28JUL26 24500 PE,BUY,75,75.75,COMPLETE
VK1001-00173,2026-07-24 12:56:00,NIFTY 28JUL26 24500 PE,SELL,75,48.75,COMPLETE
VK1001-00174,2026-07-24 13:29:00,NIFTY 28JUL26 25000 CE,BUY,150,132.0,COMPLETE
VK1001-00175,2026-07-24 13:40:00,NIFTY 28JUL26 25000 CE,SELL,150,131.4,COMPLETE
VK1001-00176,2026-07-24 14:10:00,NIFTY 28JUL26 24050 PE,BUY,75,160.5,COMPLETE
VK1001-00177,2026-07-24 14:21:00,NIFTY 28JUL26 24050 PE,SELL,75,169.3,COMPLETE
VK1001-00178,2026-07-24 14:47:00,NIFTY 28JUL26 24850 CE,BUY,150,114.15,COMPLETE
VK1001-00179,2026-07-24 15:09:00,NIFTY 28JUL26 24850 CE,SELL,150,83.8,COMPLETE
VK1001-00180,2026-07-27 09:21:00,NIFTY 28JUL26 24450 CE,BUY,150,150.4,COMPLETE
VK1001-00181,2026-07-27 10:08:00,NIFTY 28JUL26 24450 CE,SELL,150,158.1,COMPLETE
VK1001-00182,2026-07-27 10:24:20,NIFTY 28JUL26 24650 PE,BUY,75,81.2,CANCELLED
VK1001-00183,2026-07-27 10:25:00,NIFTY 28JUL26 24650 PE,BUY,75,82.85,COMPLETE
VK1001-00184,2026-07-27 11:04:00,NIFTY 28JUL26 24650 PE,SELL,75,81.95,COMPLETE
VK1001-00185,2026-07-27 11:24:00,NIFTY 28JUL26 24350 CE,BUY,150,178.0,COMPLETE
VK1001-00186,2026-07-27 12:01:00,NIFTY 28JUL26 24350 CE,SELL,150,145.4,COMPLETE
VK1001-00187,2026-07-27 12:40:00,NIFTY 28JUL26 24300 CE,BUY,150,192.85,COMPLETE
VK1001-00188,2026-07-27 13:16:00,NIFTY 28JUL26 24300 CE,SELL,150,145.2,COMPLETE
VK1001-00189,2026-07-27 13:46:00,NIFTY 28JUL26 24250 CE,BUY,75,109.8,COMPLETE
VK1001-00190,2026-07-27 14:19:00,NIFTY 28JUL26 24250 CE,SELL,75,124.75,COMPLETE
VK1001-00191,2026-07-28 09:25:00,NIFTY 28JUL26 25000 CE,BUY,75,114.75,COMPLETE
VK1001-00192,2026-07-28 10:11:00,NIFTY 28JUL26 25000 CE,SELL,75,117.25,COMPLETE
VK1001-00193,2026-07-28 10:30:00,NIFTY 04AUG26 24000 PE,BUY,75,134.7,COMPLETE
VK1001-00194,2026-07-28 10:50:00,NIFTY 04AUG26 24000 PE,SELL,75,121.8,COMPLETE
VK1001-00195,2026-07-28 11:11:00,NIFTY 04AUG26 24500 CE,BUY,150,99.6,COMPLETE
VK1001-00196,2026-07-28 12:12:00,NIFTY 04AUG26 24500 CE,SELL,150,96.75,COMPLETE
VK1001-00197,2026-07-28 12:47:00,NIFTY 04AUG26 24850 CE,BUY,75,210.9,COMPLETE
VK1001-00198,2026-07-28 13:15:00,NIFTY 04AUG26 24850 CE,SELL,75,187.7,COMPLETE
VK1001-00199,2026-07-28 13:18:00,NIFTY 04AUG26 24300 CE,BUY,75,77.75,COMPLETE
VK1001-00200,2026-07-28 13:51:00,NIFTY 04AUG26 24300 CE,SELL,75,71.1,COMPLETE
VK1001-00201,2026-07-28 14:12:00,NIFTY 04AUG26 24850 PE,BUY,75,200.1,COMPLETE
VK1001-00202,2026-07-28 14:39:00,NIFTY 04AUG26 24850 PE,SELL,75,126.55,COMPLETE
VK1001-00203,2026-07-28 14:46:00,NIFTY 28JUL26 24500 PE,BUY,75,112.0,COMPLETE
VK1001-00204,2026-07-28 15:08:00,NIFTY 28JUL26 24500 PE,SELL,75,60.65,COMPLETE
VK1001-00205,2026-07-29 09:20:00,NIFTY 04AUG26 24300 PE,BUY,75,213.1,COMPLETE
VK1001-00206,2026-07-29 09:42:00,NIFTY 04AUG26 24300 PE,SELL,75,234.7,COMPLETE
VK1001-00207,2026-07-29 10:01:00,NIFTY 04AUG26 24900 CE,BUY,75,128.75,COMPLETE
VK1001-00208,2026-07-29 11:00:00,NIFTY 04AUG26 24900 CE,SELL,75,144.8,COMPLETE
VK1001-00209,2026-07-29 11:36:00,NIFTY 04AUG26 25000 PE,BUY,75,185.95,COMPLETE
VK1001-00210,2026-07-29 12:37:00,NIFTY 04AUG26 25000 PE,SELL,75,160.2,COMPLETE
VK1001-00211,2026-07-29 12:56:00,NIFTY 04AUG26 24600 CE,BUY,150,127.2,COMPLETE
VK1001-00212,2026-07-29 13:14:00,NIFTY 04AUG26 24600 CE,SELL,150,146.55,COMPLETE
VK1001-00213,2026-07-29 13:54:00,NIFTY 04AUG26 24950 CE,BUY,150,126.4,COMPLETE
VK1001-00214,2026-07-29 13:58:00,NIFTY 04AUG26 24950 CE,SELL,150,90.25,COMPLETE
VK1001-00215,2026-07-29 14:03:00,NIFTY 04AUG26 24800 PE,BUY,75,106.0,COMPLETE
VK1001-00216,2026-07-29 15:03:00,NIFTY 04AUG26 24800 PE,SELL,75,121.2,COMPLETE
VK1001-00217,2026-07-30 09:27:00,NIFTY 04AUG26 24150 CE,BUY,75,94.45,COMPLETE
VK1001-00218,2026-07-30 09:52:00,NIFTY 04AUG26 24150 CE,SELL,75,101.3,COMPLETE
VK1001-00219,2026-07-30 10:22:00,NIFTY 04AUG26 24450 CE,BUY,150,102.05,COMPLETE
VK1001-00220,2026-07-30 11:05:00,NIFTY 04AUG26 24450 CE,SELL,150,124.7,COMPLETE
VK1001-00221,2026-07-30 11:45:00,NIFTY 04AUG26 24250 PE,BUY,75,189.85,COMPLETE
VK1001-00222,2026-07-30 12:18:00,NIFTY 04AUG26 24250 PE,SELL,75,248.75,COMPLETE
VK1001-00223,2026-07-30 12:34:00,NIFTY 04AUG26 24300 PE,BUY,75,128.45,COMPLETE
VK1001-00224,2026-07-30 12:46:00,NIFTY 04AUG26 24300 PE,SELL,75,121.75,COMPLETE
VK1001-00225,2026-07-31 09:38:00,NIFTY 04AUG26 24350 CE,BUY,150,141.5,COMPLETE
VK1001-00226,2026-07-31 10:13:00,NIFTY 04AUG26 24350 CE,SELL,150,162.85,COMPLETE
VK1001-00227,2026-07-31 10:23:20,NIFTY 04AUG26 24050 CE,BUY,75,193.45,CANCELLED
VK1001-00228,2026-07-31 10:24:00,NIFTY 04AUG26 24050 CE,BUY,75,197.4,COMPLETE
VK1001-00229,2026-07-31 10:41:00,NIFTY 04AUG26 24050 CE,SELL,75,195.0,COMPLETE
VK1001-00230,2026-07-31 10:56:00,NIFTY 04AUG26 24950 CE,BUY,150,110.0,COMPLETE
VK1001-00231,2026-07-31 12:10:00,NIFTY 04AUG26 24950 CE,SELL,150,68.3,COMPLETE
VK1001-00232,2026-07-31 12:35:00,NIFTY 04AUG26 24450 CE,BUY,150,98.55,COMPLETE
VK1001-00233,2026-07-31 13:46:00,NIFTY 04AUG26 24450 CE,SELL,150,71.5,COMPLETE
VK1001-00234,2026-07-31 14:09:00,NIFTY 04AUG26 24700 CE,BUY,150,111.5,COMPLETE
VK1001-00235,2026-07-31 15:07:00,NIFTY 04AUG26 24700 CE,SELL,150,107.3,COMPLETE
VK001-00001,2026-08-03 09:27:00,NIFTY 04AUG26 24250 CE,BUY,150,83.05,COMPLETE
VK001-00002,2026-08-03 10:25:00,NIFTY 04AUG26 24250 CE,SELL,150,60.15,COMPLETE
VK001-00003,2026-08-03 10:37:00,NIFTY 04AUG26 24000 PE,BUY,75,125.45,COMPLETE
VK001-00004,2026-08-03 11:40:00,NIFTY 04AUG26 24000 PE,SELL,75,132.75,COMPLETE
VK001-00005,2026-08-03 12:11:00,NIFTY 04AUG26 24100 CE,BUY,75,186.15,COMPLETE
VK001-00006,2026-08-03 13:13:00,NIFTY 04AUG26 24100 CE,SELL,75,165.4,COMPLETE
VK001-00007,2026-08-03 13:29:00,NIFTY 04AUG26 24750 CE,BUY,75,92.55,COMPLETE
VK001-00008,2026-08-03 14:02:00,NIFTY 04AUG26 24750 CE,SELL,75,86.4,COMPLETE
VK001-00009,2026-08-03 14:14:00,NIFTY 04AUG26 24300 PE,BUY,150,213.85,COMPLETE
VK001-00010,2026-08-03 14:26:00,NIFTY 04AUG26 24300 PE,SELL,150,129.85,COMPLETE
VK001-00011,2026-08-03 14:56:00,NIFTY 04AUG26 24100 CE,BUY,75,215.2,COMPLETE
VK001-00012,2026-08-03 15:11:00,NIFTY 04AUG26 24100 CE,SELL,75,206.7,COMPLETE
VK001-00013,2026-08-04 09:25:00,NIFTY 04AUG26 24350 CE,BUY,150,66.35,COMPLETE
VK001-00014,2026-08-04 10:24:00,NIFTY 04AUG26 24350 CE,SELL,150,58.5,COMPLETE
